model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
tfidf,Carl Yang 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.160327,Data Mining | The Web & Information Retrieval | Databases,0.160327 | 0.160224 | 0.152417,Data Mining | The Web & Information Retrieval | Databases | Artificial Intelligence | Natural Language Processing,0.160327 | 0.160224 | 0.152417 | 0.146893 | 0.146853
tfidf,Carla P. Gomes,Artificial Intelligence | Machine Learning,Machine Learning,0.395188,Machine Learning | Artificial Intelligence | Data Mining,0.395188 | 0.389594 | 0.387269,Machine Learning | Artificial Intelligence | Data Mining | Natural Language Processing | The Web & Information Retrieval,0.395188 | 0.389594 | 0.387269 | 0.379673 | 0.374281
tfidf,Caroline Uhler,Computer Vision | Machine Learning,Computer Vision,0.281138,Computer Vision | Machine Learning | Artificial Intelligence,0.281138 | 0.280000 | 0.278203,Computer Vision | Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval,0.281138 | 0.280000 | 0.278203 | 0.277886 | 0.272780
tfidf,Carsten Binnig,Databases | Machine Learning,Databases,0.192717,Databases | Data Mining | The Web & Information Retrieval,0.192717 | 0.146846 | 0.143540,Databases | Data Mining | The Web & Information Retrieval | Machine Learning | Artificial Intelligence,0.192717 | 0.146846 | 0.143540 | 0.140731 | 0.139792
tfidf,Cem Yuksel,Computer Graphics,Computer Graphics,0.076696,Computer Graphics | Robotics | Machine Learning,0.076696 | 0.058649 | 0.057747,Computer Graphics | Robotics | Machine Learning | Visualization | Computer Vision,0.076696 | 0.058649 | 0.057747 | 0.056193 | 0.055993
tfidf,Cewu Lu,Artificial Intelligence | Computer Graphics | Computer Vision | Data Mining | Machine Learning | Robotics,Robotics,0.651682,Robotics | Computer Vision | Computer Graphics,0.651682 | 0.565690 | 0.547635,Robotics | Computer Vision | Computer Graphics | Machine Learning | Artificial Intelligence,0.651682 | 0.565690 | 0.547635 | 0.543032 | 0.538706
tfidf,Changyou Chen,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Artificial Intelligence,0.683104,Artificial Intelligence | Machine Learning | Natural Language Processing,0.683104 | 0.682936 | 0.677066,Artificial Intelligence | Machine Learning | Natural Language Processing | Computer Vision | Data Mining,0.683104 | 0.682936 | 0.677066 | 0.676223 | 0.663235
tfidf,Chao Huang 0001,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.183744,Data Mining | Databases | The Web & Information Retrieval,0.183744 | 0.183247 | 0.182962,Data Mining | Databases | The Web & Information Retrieval | Artificial Intelligence | Machine Learning,0.183744 | 0.183247 | 0.182962 | 0.180341 | 0.178885
tfidf,Chaowei Xiao,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Natural Language Processing,0.407428,Natural Language Processing | Machine Learning | Artificial Intelligence,0.407428 | 0.401397 | 0.400498,Natural Language Processing | Machine Learning | Artificial Intelligence | Data Mining | Computer Vision,0.407428 | 0.401397 | 0.400498 | 0.397680 | 0.382914
tfidf,Chen Wang 0033,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Natural Language Processing,0.160954,Natural Language Processing | Visualization | The Web & Information Retrieval,0.160954 | 0.156772 | 0.155702,Natural Language Processing | Visualization | The Web & Information Retrieval | Artificial Intelligence | Human-Computer Interaction,0.160954 | 0.156772 | 0.155702 | 0.153258 | 0.152332
tfidf,Chen Zhao 0013,Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Natural Language Processing,0.337567,Natural Language Processing | The Web & Information Retrieval | Artificial Intelligence,0.337567 | 0.298320 | 0.293822,Natural Language Processing | The Web & Information Retrieval | Artificial Intelligence | Machine Learning | Data Mining,0.337567 | 0.298320 | 0.293822 | 0.293127 | 0.292335
tfidf,Chenjuan Guo,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.387421,Databases | Data Mining | The Web & Information Retrieval,0.387421 | 0.369973 | 0.354718,Databases | Data Mining | The Web & Information Retrieval | Artificial Intelligence | Machine Learning,0.387421 | 0.369973 | 0.354718 | 0.343222 | 0.338839
tfidf,Chi Jin 0001,Machine Learning,Machine Learning,0.249075,Machine Learning | Artificial Intelligence | Data Mining,0.249075 | 0.233591 | 0.208209,Machine Learning | Artificial Intelligence | Data Mining | Robotics | The Web & Information Retrieval,0.249075 | 0.233591 | 0.208209 | 0.202085 | 0.198338
tfidf,Chirag Shah 0001,Artificial Intelligence | Data Mining | Human-Computer Interaction | The Web & Information Retrieval,The Web & Information Retrieval,0.304146,The Web & Information Retrieval | Human-Computer Interaction | Natural Language Processing,0.304146 | 0.165516 | 0.161981,The Web & Information Retrieval | Human-Computer Interaction | Natural Language Processing | Data Mining | Databases,0.304146 | 0.165516 | 0.161981 | 0.151820 | 0.117556
tfidf,Chongxuan Li,Artificial Intelligence | Computer Vision | Machine Learning | Visualization,Computer Vision,0.256022,Computer Vision | Computer Graphics | Artificial Intelligence,0.256022 | 0.253333 | 0.243368,Computer Vision | Computer Graphics | Artificial Intelligence | Machine Learning | Data Mining,0.256022 | 0.253333 | 0.243368 | 0.243330 | 0.236130
tfidf,Chongyi Li,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.262134,Computer Vision | Artificial Intelligence | Robotics,0.262134 | 0.241378 | 0.238713,Computer Vision | Artificial Intelligence | Robotics | Computer Graphics | Machine Learning,0.262134 | 0.241378 | 0.238713 | 0.235534 | 0.234545
tfidf,Chris Callison-Burch,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Natural Language Processing,0.323326,Natural Language Processing | Computer Vision | Machine Learning,0.323326 | 0.321497 | 0.310761,Natural Language Processing | Computer Vision | Machine Learning | Artificial Intelligence | Data Mining,0.323326 | 0.321497 | 0.310761 | 0.309483 | 0.288483
tfidf,Chris Piech,Artificial Intelligence | Machine Learning,Human-Computer Interaction,0.232926,Human-Computer Interaction | Software Engineering | Natural Language Processing,0.232926 | 0.214853 | 0.212304,Human-Computer Interaction | Software Engineering | Natural Language Processing | Visualization | Artificial Intelligence,0.232926 | 0.214853 | 0.212304 | 0.204579 | 0.203405
tfidf,Christian A. Naesseth,Machine Learning,Machine Learning,0.234010,Machine Learning | Artificial Intelligence | Computer Vision,0.234010 | 0.225935 | 0.222172,Machine Learning | Artificial Intelligence | Computer Vision | Natural Language Processing | Data Mining,0.234010 | 0.225935 | 0.222172 | 0.217020 | 0.210561
tfidf,Christina Lioma,Artificial Intelligence | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.234493,Natural Language Processing | Data Mining | Artificial Intelligence,0.234493 | 0.213236 | 0.213046,Natural Language Processing | Data Mining | Artificial Intelligence | The Web & Information Retrieval | Machine Learning,0.234493 | 0.213236 | 0.213046 | 0.212930 | 0.212399
tfidf,Christopher G. Lucas,Artificial Intelligence | Machine Learning | Natural Language Processing,Human-Computer Interaction,0.140603,Human-Computer Interaction | Visualization | Natural Language Processing,0.140603 | 0.138104 | 0.129612,Human-Computer Interaction | Visualization | Natural Language Processing | Robotics | Artificial Intelligence,0.140603 | 0.138104 | 0.129612 | 0.128927 | 0.124822
tfidf,Christopher Peters 0001,Computer Vision | Robotics,Computer Graphics,0.147133,Computer Graphics | Human-Computer Interaction | Computer Vision,0.147133 | 0.144458 | 0.130029,Computer Graphics | Human-Computer Interaction | Computer Vision | Robotics | Machine Learning,0.147133 | 0.144458 | 0.130029 | 0.118631 | 0.117562
tfidf,Christopher Potts,Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.375322,Natural Language Processing | Machine Learning | Artificial Intelligence,0.375322 | 0.363622 | 0.356689,Natural Language Processing | Machine Learning | Artificial Intelligence | Data Mining | The Web & Information Retrieval,0.375322 | 0.363622 | 0.356689 | 0.348718 | 0.344924
tfidf,Christos Faloutsos,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Data Mining,0.280309,Data Mining | Databases | The Web & Information Retrieval,0.280309 | 0.275850 | 0.267416,Data Mining | Databases | The Web & Information Retrieval | Machine Learning | Artificial Intelligence,0.280309 | 0.275850 | 0.267416 | 0.260676 | 0.259573
tfidf,Chuan Shi 0001,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.275850,Data Mining | The Web & Information Retrieval | Artificial Intelligence,0.275850 | 0.259559 | 0.241352,Data Mining | The Web & Information Retrieval | Artificial Intelligence | Machine Learning | Databases,0.275850 | 0.259559 | 0.241352 | 0.238335 | 0.231934
tfidf,Chuang Gan 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.575539,Robotics | Computer Vision | Machine Learning,0.575539 | 0.551006 | 0.548432,Robotics | Computer Vision | Machine Learning | Artificial Intelligence | Natural Language Processing,0.575539 | 0.551006 | 0.548432 | 0.547335 | 0.527837
tfidf,Chun Yu,Computer Vision | Human-Computer Interaction,Human-Computer Interaction,0.546927,Human-Computer Interaction | Visualization | Robotics,0.546927 | 0.427922 | 0.410086,Human-Computer Interaction | Visualization | Robotics | Natural Language Processing | Artificial Intelligence,0.546927 | 0.427922 | 0.410086 | 0.404529 | 0.399390
tfidf,Chun-Mei Feng,Computer Vision | Natural Language Processing,Natural Language Processing,0.243728,Natural Language Processing | The Web & Information Retrieval | Computer Vision,0.243728 | 0.219807 | 0.218873,Natural Language Processing | The Web & Information Retrieval | Computer Vision | Artificial Intelligence | Machine Learning,0.243728 | 0.219807 | 0.218873 | 0.214311 | 0.213401
tfidf,Chunwei Liu,Databases,Databases,0.243006,Databases | Data Mining | The Web & Information Retrieval,0.243006 | 0.173109 | 0.165781,Databases | Data Mining | The Web & Information Retrieval | Artificial Intelligence | Machine Learning,0.243006 | 0.173109 | 0.165781 | 0.165280 | 0.164578
tfidf,Chunyan Miao,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.555747,Data Mining | Artificial Intelligence | Natural Language Processing,0.555747 | 0.546158 | 0.542491,Data Mining | Artificial Intelligence | Natural Language Processing | The Web & Information Retrieval | Machine Learning,0.555747 | 0.546158 | 0.542491 | 0.540126 | 0.537010
tfidf,Claire Monteleoni,Artificial Intelligence | Machine Learning | Robotics,Data Mining,0.154485,Data Mining | Machine Learning | Artificial Intelligence,0.154485 | 0.146324 | 0.140650,Data Mining | Machine Learning | Artificial Intelligence | Visualization | The Web & Information Retrieval,0.154485 | 0.146324 | 0.140650 | 0.134801 | 0.131814
tfidf,Congyan Lang,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Data Mining,0.262992,Data Mining | Databases | The Web & Information Retrieval,0.262992 | 0.241033 | 0.233586,Data Mining | Databases | The Web & Information Retrieval | Artificial Intelligence | Machine Learning,0.262992 | 0.241033 | 0.233586 | 0.216221 | 0.210242
tfidf,Corinna Coupette,Artificial Intelligence | Data Mining | Machine Learning,Databases,0.240721,Databases | Data Mining | The Web & Information Retrieval,0.240721 | 0.227634 | 0.220955,Databases | Data Mining | The Web & Information Retrieval | Artificial Intelligence | Natural Language Processing,0.240721 | 0.227634 | 0.220955 | 0.187774 | 0.185486
tfidf,Csaba Szepesvári,Artificial Intelligence | Machine Learning,Machine Learning,0.409989,Machine Learning | Artificial Intelligence | Data Mining,0.409989 | 0.386797 | 0.355176,Machine Learning | Artificial Intelligence | Data Mining | Robotics | Natural Language Processing,0.409989 | 0.386797 | 0.355176 | 0.342091 | 0.329613
tfidf,Cuiyun Gao 0001,Artificial Intelligence | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Software Engineering,0.319179,Software Engineering | Natural Language Processing | The Web & Information Retrieval,0.319179 | 0.305488 | 0.301447,Software Engineering | Natural Language Processing | The Web & Information Retrieval | Data Mining | Artificial Intelligence,0.319179 | 0.305488 | 0.301447 | 0.297158 | 0.285179
tfidf,Daehyung Park,Artificial Intelligence | Robotics,Robotics,0.157360,Robotics | Artificial Intelligence | Machine Learning,0.157360 | 0.139644 | 0.135918,Robotics | Artificial Intelligence | Machine Learning | Databases | Computer Vision,0.157360 | 0.139644 | 0.135918 | 0.131764 | 0.128133
tfidf,Dagang Li 0001,Artificial Intelligence,Natural Language Processing,0.161000,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval,0.161000 | 0.154106 | 0.153948,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval | Data Mining | Machine Learning,0.161000 | 0.154106 | 0.153948 | 0.152879 | 0.150266
tfidf,Dan Olteanu,Databases,Databases,0.178421,Databases | Data Mining | Machine Learning,0.178421 | 0.132164 | 0.128029,Databases | Data Mining | Machine Learning | Artificial Intelligence | The Web & Information Retrieval,0.178421 | 0.132164 | 0.128029 | 0.127947 | 0.126455
tfidf,Dan Roth 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.370313,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval,0.370313 | 0.339937 | 0.336273,Natural Language Processing | Artificial Intelligence | The Web & Information Retrieval | Machine Learning | Data Mining,0.370313 | 0.339937 | 0.336273 | 0.334908 | 0.331199
tfidf,Danica J. Sutherland,Artificial Intelligence | Computer Vision | Machine Learning,Machine Learning,0.252655,Machine Learning | Data Mining | Artificial Intelligence,0.252655 | 0.252537 | 0.243269,Machine Learning | Data Mining | Artificial Intelligence | Databases | The Web & Information Retrieval,0.252655 | 0.252537 | 0.243269 | 0.239337 | 0.232790
